Technique ID,Technique Name,Procedure Example,Tactic
Prevent Application Removal,T1629.001,FluBot can use Accessibility Services to make removal of the malicious app difficult. [2],Unknown
Prevent Application Removal,T1629.001,Gustuff may prevent application removal by abusing Android’s performGlobalAction(int) API call.,Unknown
Prevent Application Removal,T1629.001,Mandrake can abuse device administrator permissions to ensure that it cannot be uninstalled until its permissions are revoked. [3],Unknown
Prevent Application Removal,T1629.001,OBAD abuses device administrator access to make it more difficult for users to remove the application. [4],Unknown
Prevent Application Removal,T1629.001,S.O.V.A. can resist removal by going to the home screen during uninstall. [5],Unknown
Prevent Application Removal,T1629.001,An EMM/MDM can use the Android DevicePolicyManager.setPermittedAccessibilityServices method to set an explicit list of applications that are allowed to use Android's accessibility features.,Unknown
Prevent Application Removal,T1629.001,"Recent versions of Android modified how device administrator applications are uninstalled, making it easier for the user to remove them.",Unknown
Prevent Application Removal,T1629.001,"Users should be warned against granting access to accessibility features and device administration services, and to carefully scrutinize applications that request these dangerous permissions. Users should be taught how to boot into safe mode to uninstall malicious applications that may be interfering with the uninstallation process.",Unknown
Prevent Application Removal,T1629.001,API Calls,Unknown
Prevent Application Removal,T1629.001,System Settings,Unknown
Device Lockout,T1629.002,"AndroidOS/MalLocker.B can prevent the user from interacting with the UI by using a carefully crafted ""call"" notification screen. This is coupled with overriding the onUserLeaveHint() callback method to spawn a new notification instance when the current one is dismissed. [1]",Unknown
Device Lockout,T1629.002,"Rotexy can lock an HTML page in the foreground, requiring the user enter credit card information that matches information previously intercepted in SMS messages, such as the last 4 digits of a credit card number. If attempts to revoke administrator permissions are detected, Rotexy periodically switches off the phone screen to inhibit permission removal. [3]",Unknown
Device Lockout,T1629.002,TrickMo can prevent the user from interacting with the UI by showing a WebView with a persistent cursor. [5],Unknown
Device Lockout,T1629.002,"Recent versions of Android modified how device administrator applications are uninstalled, making it easier for the user to remove them. Android 7 introduced updates that revoke standard device administrators’ ability to reset the device’s passcode.",Unknown
Device Lockout,T1629.002,System Settings,Unknown
Disable or Modify Tools,T1629.003,AbstractEmu can disable Play Protect. [1],Unknown
Disable or Modify Tools,T1629.003,Android/SpyAgent has attempted to detect anti-spam call applications. [2],Unknown
Disable or Modify Tools,T1629.003,Anubis can modify administrator settings and disable Play Protect. [3],Unknown
Disable or Modify Tools,T1629.003,BRATA can remove installed antivirus applications as well as disable Google Play Protect. [4] [5],Unknown
Disable or Modify Tools,T1629.003,"During C0033 , PROMETHIUM used StrongPity to modify permissions on a rooted device and tried to disable the SecurityLogAgent application. [6]",Unknown
Disable or Modify Tools,T1629.003,Cerberus disables Google Play Protect to prevent its discovery and deletion in the future. [7],Unknown
Disable or Modify Tools,T1629.003,Chameleon can disable Google Play Protect. [8],Unknown
Disable or Modify Tools,T1629.003,Drinik can use Accessibility Services to disable Google Play Protect. [9],Unknown
Disable or Modify Tools,T1629.003,"Dvmap can turn off VerifyApps , and can grant Device Administrator permissions via commands only, rather than using the UI. [10]",Unknown
Disable or Modify Tools,T1629.003,FluBot can disable Google Play Protect to prevent detection. [11] [12],Unknown
Disable or Modify Tools,T1629.003,Mandrake can disable Play Protect. [13],Unknown
Disable or Modify Tools,T1629.003,SpyC23 has disabled play protect. [14],Unknown
Disable or Modify Tools,T1629.003,Zen can modify the SELinux enforcement mode. [15],Unknown
Disable or Modify Tools,T1629.003,"Mobile security software can typically detect if a device has been rooted or jailbroken and can inform the user, who can then take appropriate action.",Unknown
Disable or Modify Tools,T1629.003,Security updates frequently contain patches to vulnerabilities that can be exploited for root access.,Unknown
Disable or Modify Tools,T1629.003,"System partition integrity mechanisms, such as Verified Boot, can detect the unauthorized modification of system files.",Unknown
Disable or Modify Tools,T1629.003,Users should be taught the dangers of rooting or jailbreaking their device.,Unknown
Disable or Modify Tools,T1629.003,System Settings,Unknown
Indicator Removal on Host (3),T1630,Chameleon can remove artifacts of its presence and uninstall itself. [1],Unknown
Indicator Removal on Host (3),T1630,"During Operation Triangulation , the threat actors deleted the initial exploitation message and exploit attachment. [2]",Unknown
Indicator Removal on Host (3),T1630,Attestation can detect unauthorized modifications to devices. Mobile security software can then use this information and take appropriate mitigation action.,Unknown
Indicator Removal on Host (3),T1630,Security updates typically provide patches for vulnerabilities that could be abused by malicious applications.,Unknown
Indicator Removal on Host (3),T1630,Inform users that device rooting or granting unnecessary access to the accessibility service presents security risks that could be taken advantage of without their knowledge.,Unknown
Indicator Removal on Host (3),T1630,Permissions Requests,Unknown
Indicator Removal on Host (3),T1630,System Settings,Unknown
Uninstall Malicious Application,T1630.001,BRATA can uninstall itself and remove traces of infection. [1] [2],Unknown
Uninstall Malicious Application,T1630.001,Cerberus can uninstall itself from a device on command. [3],Unknown
Uninstall Malicious Application,T1630.001,Escobar can uninstall itself and other applications. [4],Unknown
Uninstall Malicious Application,T1630.001,S.O.V.A. can uninstall itself. [5],Unknown
Uninstall Malicious Application,T1630.001,SharkBot has C2 commands that can uninstall the app from the infected device. [6],Unknown
Uninstall Malicious Application,T1630.001,TrickMo can uninstall itself from a device on command by abusing the accessibility service. [7],Unknown
Uninstall Malicious Application,T1630.001,Attestation can detect rooted devices. Mobile security software can then use this information and take appropriate mitigation action. Attestation can detect rooted devices.,Unknown
Uninstall Malicious Application,T1630.001,Security updates typically provide patches for vulnerabilities that enable device rooting.,Unknown
Uninstall Malicious Application,T1630.001,Inform users that device rooting or granting unnecessary access to the accessibility service presents security risks that could be taken advantage of without their knowledge.,Unknown
Uninstall Malicious Application,T1630.001,API Calls,Unknown
Uninstall Malicious Application,T1630.001,System Settings,Unknown
File Deletion,T1630.002,"Agent Smith deletes infected applications’ update packages when they are detected on the system, preventing updates. [2]",Unknown
File Deletion,T1630.002,Binary Validator has deleted crash logs which may have been created during the initial exploitation phase stored in /private/var/mobile/Library/Logs/CrashReporter . [3],Unknown
File Deletion,T1630.002,CarbonSteal has deleted call log entries coming from known C2 sources. [4],Unknown
File Deletion,T1630.002,Desert Scorpion can delete copies of itself if additional APKs are downloaded to external storage. [5],Unknown
File Deletion,T1630.002,DoubleAgent has deleted or renamed specific files. [4],Unknown
File Deletion,T1630.002,"Fakecalls can manipulate a device’s call log, including deleting incoming calls. [6]",Unknown
File Deletion,T1630.002,FlexiSpy can delete data from a compromised device. [7],Unknown
File Deletion,T1630.002,GolfSpy can delete arbitrary files on the device. [8],Unknown
File Deletion,T1630.002,GPlayed can wipe the device. [9],Unknown
File Deletion,T1630.002,Hornbill can delete locally gathered files after uploading them to the C2 to avoid suspicion. [10],Unknown
File Deletion,T1630.002,Mandrake can delete all data from an infected device. [11],Unknown
File Deletion,T1630.002,"Monokle can delete arbitrary files on the device, and can also uninstall itself and clean up staging files. [12]",Unknown
